#a_0,M_0,emax,emin,tcol
1.080,032,0.48548,0.00082,45.07535
1.080,034,0.47030,0.00081,66.21403
1.080,038,0.43480,0.00079,31.87692
1.080,036,3.07964,0.00079,-168.05544
1.080,040,0.46433,0.00078,175.19583
1.080,042,0.36052,0.00078,125.93283
1.080,044,0.47676,0.00077,106.52109
1.080,046,0.41326,0.00074,161.04469
1.080,048,0.97760,0.00070,27.52998
1.080,050,2.25820,0.00067,-35.12491
1.080,052,0.76450,0.00064,1.83751
1.080,054,0.51260,0.00061,60.84783
1.080,056,2.29794,0.00027,-46.43814
1.080,060,1.19999,0.00058,-38.08790
1.080,058,0.60657,0.00058,319.83559
1.080,064,0.86636,0.00058,-4.41755
1.080,066,0.38376,0.00055,0.49417
1.080,068,0.60435,0.00047,69.24860
1.080,062,0.85228,0.00058,-270.89816
1.080,070,27.33529,0.00041,-39.70408
1.080,074,1.03405,0.00033,76.95695
1.080,076,0.58210,0.00031,7.18111
1.080,078,7.15427,0.00032,-81.45531
1.080,072,1.07372,0.00036,-269.28198
1.080,082,234.86090,0.00037,-10.34353
1.080,084,1.67436,0.00040,-88.72810
1.080,086,0.77215,0.00027,14.96027
1.080,088,0.58896,0.00015,107.95616
1.080,092,1.02906,0.00009,-40.78153
1.080,090,73.07446,0.00006,-216.48687
1.080,080,0.82031,0.00034,851.66864
1.080,094,0.51490,0.00018,39.01935
1.080,096,30.97060,0.00027,-8.18863
1.080,098,0.46696,0.00025,21.04564
1.080,102,0.46894,0.00019,57.24121
1.080,100,0.43797,0.00017,131.04821
1.080,108,1.02383,0.00015,-9.26608
1.080,104,0.82584,0.00027,-278.97904
1.080,112,0.45631,0.00049,70.80307
1.080,114,0.88970,0.00057,-44.28324
1.080,118,0.56617,0.00073,49.82132
1.080,110,0.45978,0.00042,249.81479
1.080,120,1.11397,0.00077,-44.28324
1.080,122,0.98987,0.00066,38.27493
1.080,106,0.53742,0.00020,365.98570
1.080,124,0.48379,0.00056,42.13725
1.080,116,91508.26917,0.00066,-266.58835
1.080,126,1.05732,0.00047,-20.30995
1.080,128,0.28058,0.00039,111.04714
1.080,130,2.89491,0.00035,-68.25653
1.080,132,0.68797,0.00034,424.54544
1.080,136,1.09035,0.00042,-14.38397
1.080,144,0.60012,0.00029,37.45699
1.080,146,3.77393,0.00026,-78.22295
1.080,134,2.82405,0.00037,-138.72184
1.080,140,1.27705,0.00019,-319.11410
1.080,148,0.97955,0.00014,-299.98934
1.080,138,0.48716,0.00031,51.26697
1.080,154,1.13645,0.00048,2.26265
1.080,142,1.06511,0.00019,-25.96657
1.080,156,0.61117,0.00057,6.65313
1.080,150,0.56084,0.00034,26.01034
1.080,160,0.48244,0.00032,92.78114
1.080,158,0.55566,0.00044,160.98107
1.080,162,0.41755,0.00021,9.85454
1.080,152,0.98215,0.00038,-21.38741
1.080,164,0.45611,0.00011,43.78869
1.080,168,26.01287,0.00008,-111.75862
1.080,170,0.39761,0.00017,100.32699
1.080,172,0.52760,0.00026,20.30542
1.080,166,0.54333,0.00002,466.57052
1.080,174,16.02560,0.00035,-168.35174
1.080,178,0.91201,0.00025,-124.79578
1.080,180,2.14976,0.00018,-48.59305
1.080,176,0.55537,0.00033,201.47505
1.090,000,1.20900,0.00095,-24.44358
1.090,002,1.83136,0.00095,-33.18318
1.090,006,0.53984,0.00095,30.71698
1.090,004,0.61740,0.00095,90.28325
1.090,008,0.41984,0.00095,125.04405
1.090,010,0.48773,0.00095,125.34143
1.090,012,3.59488,0.00095,-105.80382
1.090,016,0.59426,0.00095,118.81456
1.090,024,0.63352,0.00089,87.85134
1.090,028,0.42039,0.00086,48.98971
1.090,026,0.41609,0.00087,74.97571
1.090,020,0.79137,0.00093,258.64153
1.090,022,0.71480,0.00091,299.32858
1.090,018,30.21916,0.00095,-419.09126
1.090,030,0.40442,0.00084,140.88110
1.090,014,7541.02473,0.00095,-892.25882
1.090,032,1.16369,0.00083,-135.84620
1.090,036,1.45462,0.00080,-3.57777
1.090,034,1.09394,0.00081,-4.17862
1.090,038,0.41420,0.00079,39.39336
1.090,040,1.47592,0.00079,29.60540
1.090,046,0.94161,0.00076,5.32030
1.090,042,0.49464,0.00078,137.69899
1.090,048,2.19301,0.00072,-2.97693
1.090,052,9.74813,0.00065,-26.62848
1.090,050,21.75635,0.00068,-144.58580
1.090,054,1.07298,0.00063,-145.95137
1.090,060,0.90689,0.00059,-18.92670
1.090,056,0.44136,0.00061,85.64756
1.090,062,0.65943,0.00058,48.95395
1.090,066,0.52437,0.00057,0.38447
1.090,044,0.85309,0.00078,-445.22814
1.090,064,0.89609,0.00059,-127.37971
1.090,058,1.97839,0.00059,-291.52037
1.090,068,0.38190,0.00050,83.25286
1.090,070,1.03428,0.00043,-94.05997
1.090,072,0.95067,0.00038,-124.10236
1.090,076,140720.44716,0.00032,-17.12416
1.090,078,0.43316,0.00032,3.07808
1.090,080,0.83872,0.00034,15.05276
1.090,082,0.44503,0.00037,18.60519
1.090,074,0.49494,0.00034,232.35099
1.090,086,0.54012,0.00031,57.04680
1.090,088,0.43225,0.00019,32.58606
1.090,084,0.85715,0.00041,-240.17521
1.090,092,1.92644,0.00007,-15.32162
1.090,096,0.76992,0.00025,13.29455
1.090,094,0.90206,0.00016,-23.89735
1.090,102,1.07093,0.00016,-7.56522
1.090,100,0.59476,0.00018,129.86960
1.090,098,0.77393,0.00028,221.21977
1.090,104,0.42319,0.00023,159.73251
1.090,090,0.55023,0.00009,486.61982
1.090,110,1.01524,0.00032,-43.56146
1.090,108,0.78297,0.00004,562.73759
1.090,112,0.48231,0.00046,7.62269
1.090,114,0.66101,0.00054,19.55261
1.090,116,0.50780,0.00062,93.45379
1.090,122,5.77316,0.00054,-26.62848
1.090,118,0.52566,0.00069,209.36984
1.090,120,0.35920,0.00061,168.98219
1.090,124,5.76404,0.00047,-85.78466
1.090,126,0.70320,0.00042,25.97621
1.090,130,0.30256,0.00035,63.16458
1.090,132,0.89858,0.00035,-118.64011
1.090,128,1.06289,0.00038,-163.70368
1.090,138,0.50524,0.00035,25.48861
1.090,140,1.29703,0.00021,-42.19589
1.090,142,0.66315,0.00010,87.12236
1.090,144,12.81611,0.00011,-12.61780
1.090,146,0.55500,0.00021,75.40516
1.090,134,0.88459,0.00037,-635.09601
1.090,136,0.81877,0.00040,625.19188
1.090,148,0.52252,0.00027,128.25348
1.090,106,0.84594,0.00032,2532.97693
1.090,150,2.57899,0.00013,-14.11992
1.090,152,5.09524,0.00015,-41.37656
1.090,154,0.42669,0.00014,59.09738
1.090,156,0.55156,0.00023,136.19021
1.090,158,1.20372,0.00032,-15.02119
1.090,162,2.47038,0.00047,-3.57777
1.090,164,0.36855,0.00040,61.13960
1.090,160,1.09831,0.00043,-56.94397
1.090,170,1.12252,0.00026,-17.72501
1.090,172,1.46828,0.00021,-33.18318
1.090,168,0.54942,0.00030,163.45962
1.090,166,0.74180,0.00035,231.39229
1.090,174,0.84772,0.00017,-65.35584
1.090,176,3.20030,0.00014,-93.78686
1.090,178,0.67918,0.00013,29.44173
1.090,180,89.29952,0.00017,-5.07989
1.100,000,2.44712,0.00095,-16.75122
1.100,002,3.51581,0.00095,-158.37514
1.100,006,0.43527,0.00095,72.11934
1.100,004,1.08308,0.00095,-614.64506
1.100,008,0.49263,0.00095,90.97095
1.100,012,0.46764,0.00095,55.63568
1.100,014,0.83147,0.00095,-84.06065
1.100,016,0.63519,0.00095,138.68347
1.100,022,0.55523,0.00092,69.23170
1.100,018,7.97542,0.00024,-197.11060
1.100,024,29.62322,0.00090,-30.76133
1.100,028,0.43961,0.00086,24.33184
1.100,030,0.53477,0.00085,229.81165
1.100,032,7.43592,0.00083,-158.07057
1.100,034,0.44734,0.00082,167.04334
1.100,026,0.92994,0.00088,397.87282
1.100,040,0.91206,0.00079,-61.82722
1.100,020,0.48464,0.00093,853.33547
1.100,044,0.49934,0.00079,124.80759
1.100,036,0.96153,0.00081,756.93337
1.100,042,0.72205,0.00079,578.59436
1.100,046,1.78206,0.00077,-289.31151
1.100,038,0.76815,0.00080,1095.79693
1.100,048,0.47203,0.00073,37.36125
1.100,050,2.90978,0.00070,-52.99476
1.100,058,0.79464,0.00060,46.04246
1.100,054,1.31287,0.00064,-224.24480
1.100,060,0.61061,0.00060,47.64629
1.100,062,0.95566,0.00059,-81.01498
1.100,064,0.54352,0.00059,41.91960
1.100,052,1.22655,0.00067,-643.27441
1.100,056,0.88708,0.00062,-518.70627
1.100,068,0.79017,0.00052,183.48693
1.100,066,1.62758,0.00059,-245.01077
1.100,072,0.51511,0.00040,91.93949
1.100,074,0.46646,0.00036,74.69221
1.100,070,0.61581,0.00045,310.16201
1.100,076,0.61118,0.00033,243.88596
1.100,078,0.45455,0.00033,105.86488
1.100,080,0.59996,0.00034,8.91603
1.100,082,1.13460,0.00037,-501.34592
1.100,084,18.00358,0.00040,-43.55316
1.100,086,0.37151,0.00035,117.54383
1.100,088,0.47062,0.00023,3.34687
1.100,090,2.54286,0.00012,-4.23626
1.100,092,0.66473,0.00007,58.73994
1.100,094,3.11376,0.00013,-94.72052
1.100,096,0.81150,0.00022,234.19116
1.100,100,0.94024,0.00020,-30.76133
1.100,098,0.59295,0.00031,200.58853
1.100,104,0.51516,0.00020,72.75196
1.100,110,1.38180,0.00019,-29.84762
1.100,102,1.13699,0.00015,-250.82524
1.100,112,0.51487,0.00026,117.57037
1.100,108,0.37621,0.00014,214.16091
1.100,114,0.51044,0.00043,72.72990
1.100,116,0.83191,0.00059,-49.94908
1.100,106,0.86802,0.00029,-572.31017
1.100,118,0.41385,0.00067,181.06520
1.100,120,0.57723,0.00072,96.47182
1.100,122,2.26423,0.00064,-294.84910
1.100,124,0.60563,0.00057,84.23104
1.100,126,0.38155,0.00052,36.51765
1.100,128,0.98286,0.00048,-119.08592
1.100,132,0.51493,0.00044,29.66979
1.100,130,0.39552,0.00045,133.67398
1.100,134,1.87376,0.00044,-41.11662
1.100,138,0.95636,0.00030,41.76530
1.100,136,3.76035,0.00040,-202.92507
1.100,142,1.00870,0.00010,-20.40603
1.100,140,0.75539,0.00019,143.91422
1.100,146,0.59909,0.00012,9.47380
1.100,148,0.54068,0.00021,38.78484
1.100,144,1.04052,0.00006,-483.37643
1.100,150,0.51037,0.00029,39.64371
1.100,152,0.63273,0.00014,51.17570
1.100,154,0.83412,0.00005,-60.91352
1.100,156,0.71518,0.00015,101.69756
1.100,158,1649.62969,0.00020,-37.15724
1.100,160,1.72344,0.00015,-122.74073
1.100,162,0.49383,0.00024,80.61939
1.100,010,0.94077,0.00095,-8107.47818
1.100,164,0.55198,0.00030,513.82091
1.100,168,1.39948,0.00041,-9.88460
1.100,166,1.08198,0.00039,-67.30943
1.100,172,0.41261,0.00038,2.47472
1.100,176,0.52907,0.00036,92.52484
1.100,174,0.63517,0.00037,224.86806
1.100,178,3.23821,0.00033,-27.10651
1.100,180,0.46430,0.00029,44.27598
1.110,002,0.50536,0.00095,94.69505
1.110,000,1.13075,0.00095,-162.89728
1.110,006,0.98348,0.00095,-57.31155
1.110,004,2.86953,0.00095,81.95384
1.110,008,0.47122,0.00095,38.49083
1.110,010,0.84432,0.00095,50.22859
1.100,170,0.74785,0.00039,1067.71128
1.110,014,0.70751,0.00095,736.84837
1.110,016,0.79269,0.00095,32.76169
1.110,018,0.88526,0.00095,22.76697
1.110,012,1.01929,0.00095,-1255.77413
1.110,022,0.39682,0.00092,95.87675
1.110,026,1.37133,0.00088,-69.35203
1.110,024,2.56531,0.00090,-171.85046
1.110,028,0.53147,0.00087,68.52824
1.110,032,0.51625,0.00084,69.60324
1.110,030,0.92192,0.00085,153.46650
1.110,034,0.63366,0.00082,38.23077
1.110,036,0.69855,0.00081,99.07162
1.110,038,1.01661,0.00080,-82.93616
1.110,040,0.60254,0.00080,131.97084
1.110,046,3.11242,0.00078,-11.00202
1.110,042,0.50845,0.00079,112.55106
1.110,048,0.56992,0.00075,39.18763
1.110,044,0.54719,0.00079,253.74251
1.110,050,0.58159,0.00071,82.13761
1.110,020,0.90370,0.00094,-1876.63056
1.110,052,3.66489,0.00068,-251.19412
1.110,056,0.52627,0.00063,58.05907
1.110,054,0.99378,0.00065,130.95481
1.110,060,0.89572,0.00060,39.35973
1.110,058,0.47342,0.00062,84.42077
1.110,062,0.95935,0.00060,-65.95600
1.110,064,92.65837,0.00060,-11.61948
1.110,066,0.97844,0.00061,-323.74572
1.110,068,0.41661,0.00054,20.27316
1.110,072,0.56489,0.00042,28.50864
1.110,070,1.32836,0.00048,-72.13060
1.110,076,0.96825,0.00035,-79.23140
1.110,074,0.57748,0.00038,375.70611
1.110,078,0.48858,0.00034,94.22149
1.110,084,0.49527,0.00040,20.81840
1.110,086,0.80430,0.00039,3.15956
1.110,080,1.81777,0.00034,196.12788
1.110,088,0.88352,0.00026,-36.93536
1.110,090,0.70123,0.00015,230.69941
1.110,096,0.97849,0.00019,46.97712
1.110,094,0.97860,0.00011,-134.49410
1.110,082,0.74556,0.00036,1422.85823
1.110,102,2.04047,0.00015,-12.23694
1.110,100,0.99916,0.00024,-50.21076
1.110,092,0.91154,0.00007,-713.64389
1.110,098,1.05107,0.00028,-139.74252
1.110,104,0.52547,0.00017,264.16849
1.110,106,10.45709,0.00025,45.94467
1.110,112,0.84132,0.00036,-9.76710
1.110,110,0.52799,0.00006,144.50482
1.110,108,1.60302,0.00029,-207.04570
1.110,120,1.31605,0.00024,-153.32664
1.110,116,0.92784,0.00032,-403.98750
1.110,124,0.45656,0.00032,80.85332
1.110,114,0.96556,0.00047,423.43435
1.110,122,0.87149,0.00028,-241.62348
1.110,126,6.97283,0.00035,-21.19012
1.110,128,0.51245,0.00035,89.39691
1.110,130,0.66359,0.00034,45.17365
1.110,132,8.91275,0.00031,-62.25124
1.110,118,0.77116,0.00024,1870.66665
1.110,138,0.54423,0.00017,60.82061
1.110,142,0.36564,0.00008,165.15824
1.110,136,1.06338,0.00023,-211.05919
1.110,144,5.86624,0.00009,-87.25838
1.110,140,0.68836,0.00012,361.99282
1.110,146,0.69302,0.00013,36.95157
1.110,148,1.00007,0.00019,-114.73537
1.110,134,0.85983,0.00028,-890.54630
1.110,150,1.00126,0.00025,-23.96869
1.110,152,0.63674,0.00025,106.99450
1.110,154,0.84985,0.00013,68.84102
1.110,160,0.95055,0.00021,-22.42504
1.110,156,12.20347,0.00003,-79.54013
1.110,158,1.19134,0.00010,-122.45362
1.110,162,0.60793,0.00014,494.35246
1.110,164,0.72325,0.00011,114.76118
1.110,166,1.08167,0.00021,-233.28777
1.110,168,0.55418,0.00024,15.90148
1.110,170,0.46804,0.00031,132.35263
1.110,174,1.16179,0.00036,-48.66711
1.110,176,1.20253,0.00036,-52.37187
1.110,180,0.48077,0.00039,124.33112
1.120,000,1.46826,0.00095,89.32204
1.110,172,0.69647,0.00041,580.97795
1.120,002,2.11752,0.00095,-13.59743
1.120,006,1.14056,0.00095,-55.69827
1.120,008,122.67929,0.00095,-43.46627
1.110,178,0.79950,0.00037,439.53746
1.120,010,1.20903,0.00095,-53.13808
1.120,014,0.85430,0.00095,27.19843
1.120,016,0.59110,0.00095,92.97451
1.120,012,0.88747,0.00095,-152.72932
1.120,004,2.11662,0.00095,-898.76750
1.120,018,8.19398,0.00095,-292.68615
1.120,020,12.81552,0.00094,-46.59538
1.120,022,0.27675,0.00092,186.90241
1.120,026,0.54186,0.00089,97.66845
1.120,028,0.77058,0.00087,12.36953
1.120,024,0.98073,0.00091,376.29613
1.120,030,0.51091,0.00086,85.28241
1.120,032,1.28681,0.00084,-154.43611
1.120,034,1.61856,0.00083,-28.67408
1.120,040,0.59319,0.00080,9.11728
1.120,038,0.44717,0.00081,41.03474
1.120,036,0.64995,0.00082,157.73011
1.120,042,0.65896,0.00080,91.48213
1.120,046,0.46715,0.00079,77.09383
1.120,048,1.62268,0.00076,-18.43334
1.120,044,0.97233,0.00080,46.24493
1.120,054,4.69162,0.00067,-46.31092
1.120,052,1.11521,0.00069,-178.61564
1.120,058,0.83990,0.00063,111.40507
1.120,050,0.48804,0.00072,52.50434
1.120,056,0.99844,0.00064,221.41438
1.120,060,1.22101,0.00061,-177.47778
1.120,062,0.75909,0.00061,463.30477
1.120,064,0.52230,0.00061,374.48110
1.120,068,1.05589,0.00056,-274.76485
1.120,074,13.74077,0.00039,-47.73324
1.120,076,0.58153,0.00036,3.09640
1.120,072,0.46554,0.00044,142.68454
1.120,070,4.49601,0.00050,-374.64054
1.120,078,0.89841,0.00034,90.17912
1.120,080,0.44200,0.00035,41.58069
1.120,082,0.50794,0.00036,230.82283
1.120,086,0.51148,0.00043,193.92189
1.120,084,48.04279,0.00039,-349.29470
1.120,092,0.90826,0.00009,39.82095
1.120,090,0.61900,0.00018,216.87374
1.120,094,0.52522,0.00009,127.43056
1.120,096,0.48342,0.00017,149.51439
1.120,088,0.87292,0.00030,641.26555
1.120,098,0.50212,0.00025,53.97188
1.120,100,0.45118,0.00027,115.29285
1.120,066,1.71524,0.00061,1900.42603
1.120,102,0.94389,0.00017,-273.91145
1.120,104,0.59868,0.00015,34.38222
1.120,106,16.47982,0.00022,-17.29548
1.120,108,2.35033,0.00031,-33.50999
1.120,116,0.42058,0.00052,17.94464
1.120,110,0.60419,0.00008,175.95708
1.120,118,0.47903,0.00061,141.12264
1.120,114,26.79039,0.00044,-226.97471
1.120,120,3.75549,0.00049,173.01168
1.120,112,0.44584,0.00023,133.30814
1.120,124,0.54367,0.00032,92.91630
1.120,122,0.49245,0.00040,24.70675
1.120,126,4.11246,0.00028,-21.56245
1.120,128,0.60930,0.00024,100.55181
1.120,132,1.83193,0.00021,-76.17976
1.120,130,1.25757,0.00022,-227.25917
1.120,136,0.48477,0.00018,33.50751
1.120,138,0.61129,0.00017,37.62410
1.120,134,0.71629,0.00019,175.08022
1.120,140,0.48546,0.00017,133.67950
1.120,142,0.49802,0.00017,70.66668
1.120,144,0.64250,0.00019,170.57612
1.120,148,0.80846,0.00024,-60.53417
1.120,150,0.99983,0.00027,46.38402
1.120,154,1.69673,0.00017,-26.39836
1.120,152,0.97483,0.00026,107.74354
1.120,156,1.43494,0.00009,-153.86718
1.120,158,0.76409,0.00007,18.54553
1.120,160,0.94560,0.00013,124.72904
1.120,162,2.55559,0.00021,-69.35259
1.120,164,2.25288,0.00018,-101.52560
1.120,166,0.64439,0.00012,44.47434
1.120,168,2.66886,0.00016,-26.39836
1.120,146,0.92665,0.00021,-1104.66335
1.120,172,0.61291,0.00023,22.05262
1.120,174,1.39119,0.00029,-91.85378
1.120,176,0.58209,0.00038,94.36736
1.120,178,0.44260,0.00040,37.57181
1.120,170,0.86717,0.00012,-287.28131
1.120,180,4.70261,0.00033,-245.46494
1.130,000,1.08083,0.00095,30.93281
1.130,002,0.74755,0.00095,75.01285
1.130,004,0.91121,0.00095,35.46903
1.130,006,1.36534,0.00095,-20.26632
1.130,010,1.17147,0.00095,-137.91478
1.130,012,0.90045,0.00095,54.67162
1.130,008,0.75446,0.00095,419.80339
1.130,016,7.49559,0.00095,-26.60856
1.130,018,0.90394,0.00095,-103.03249
1.130,014,0.56495,0.00095,359.11848
1.130,020,1.36000,0.00094,-132.20676
1.130,024,0.99999,0.00091,15.09227
1.130,022,0.97928,0.00093,113.87357
1.130,028,0.95536,0.00088,26.64770
1.130,026,0.93353,0.00089,-73.85821
1.130,030,1.27838,0.00086,31.82649
1.130,036,1.89637,0.00082,-6.45755
1.130,032,0.51587,0.00085,213.41694
1.130,038,0.88000,0.00082,-116.98540
1.130,040,0.36454,0.00081,175.73617
1.130,042,0.50494,0.00080,268.66739
1.130,048,0.40780,0.00077,48.42037
1.130,034,0.89150,0.00084,-1435.13240
1.130,044,0.82689,0.00080,-452.02836
1.130,054,2.02182,0.00068,-15.50965
1.130,052,0.54365,0.00071,85.76570
1.130,046,0.96266,0.00080,-533.90085
1.130,056,2.58502,0.00066,-70.05286
1.130,050,1.07726,0.00074,-322.47381
1.130,058,1.59924,0.00064,-35.48769
1.130,060,0.46493,0.00062,35.05266
1.130,064,1.77984,0.00061,-70.68709
1.130,062,1.48209,0.00062,-184.53020
1.130,066,0.51807,0.00062,4.90261
1.130,068,1.50021,0.00059,-203.87402
1.130,070,1.18726,0.00052,-117.30251
1.130,074,0.37789,0.00041,108.02076
1.130,076,0.78062,0.00037,18.20232
1.130,072,0.91726,0.00046,-768.24642
1.130,078,1.30929,0.00036,-106.52071
1.130,086,1.17774,0.00042,-75.44376
1.130,092,0.92251,0.00012,9.46242
1.130,088,0.51414,0.00034,177.46184
1.130,090,0.90885,0.00022,-194.99489
1.130,096,0.50209,0.00015,22.19396
1.130,094,0.58385,0.00008,148.24686
1.130,100,0.54834,0.00031,99.97356
1.130,098,0.88699,0.00023,-167.72328
1.130,102,0.63964,0.00019,23.56913
1.130,104,3.80902,0.00014,-48.48927
1.130,084,1.04761,0.00039,-615.48505
1.130,082,0.92944,0.00037,-936.31564
1.130,106,0.51399,0.00019,141.69467
1.130,110,3.43158,0.00023,-21.53477
1.130,108,5.14251,0.00028,48.31630
1.130,112,11.17494,0.00010,-89.39668
1.130,114,0.58098,0.00040,48.24624
1.130,118,0.93114,0.00042,-62.75930
1.130,116,0.80863,0.00049,-198.16601
1.130,120,0.26375,0.00028,157.99266
1.130,122,0.46123,0.00022,24.74024
1.130,124,0.77367,0.00025,6.06082
1.130,126,1.40932,0.00033,-130.93832
1.130,130,1.10421,0.00042,-3.86300
1.130,132,0.89658,0.00038,1.51229
1.130,134,0.47302,0.00036,46.50748
1.130,136,0.50898,0.00034,72.09643
1.130,140,0.35283,0.00032,162.32179
1.130,142,0.87932,0.00031,-12.02142
1.130,138,0.99523,0.00032,-229.56007
1.130,144,0.90464,0.00032,10.06372
1.130,146,0.45374,0.00032,49.00956
1.130,150,6.74298,0.00027,-33.58502
1.130,152,0.60451,0.00021,78.41699
1.130,148,0.77303,0.00032,609.85628
1.130,154,0.50481,0.00016,103.37588
1.130,156,0.59240,0.00013,71.33595
1.130,128,0.83154,0.00042,1198.09436
1.130,166,1.25186,0.00019,-28.19412
1.130,164,1.94362,0.00027,-37.39036
1.130,168,0.54788,0.00016,88.12354
1.130,162,0.85436,0.00021,-199.75156
1.130,170,0.59830,0.00019,98.91053
1.130,172,0.47452,0.00025,26.41902
1.130,158,0.80469,0.00013,-387.45288
1.130,160,0.63554,0.00017,510.84815
1.130,178,0.58455,0.00032,51.12883
1.130,174,0.55979,0.00023,203.59121
1.130,176,1.77209,0.00012,-151.23347
1.130,180,0.86558,0.00039,-103.98382
1.140,000,0.96382,0.00095,-50.88707
1.140,002,91.65567,0.00095,-4.76153
1.140,004,11.39281,0.00095,-2.19089
1.140,006,0.43876,0.00095,50.81926
1.140,010,0.42533,0.00095,46.80568
1.140,008,0.57501,0.00095,159.85855
1.140,012,30.49184,0.00095,-223.73366
1.140,014,0.98941,0.00095,9.19723
1.140,018,2.31322,0.00095,21.47072
1.140,016,0.96605,0.00095,-163.00220
1.140,020,0.81766,0.00095,76.94572
1.140,022,0.30267,0.00093,155.07312
1.140,026,0.99932,0.00090,275.77342
1.140,028,0.44515,0.00088,172.66059
1.140,034,0.51377,0.00084,25.36873
1.140,036,0.63375,0.00083,94.68356
1.140,024,0.91122,0.00091,-608.16178
1.140,032,0.53737,0.00085,173.91020
1.140,030,0.44388,0.00087,270.73770
1.140,038,0.60896,0.00082,232.33219
1.140,042,0.53508,0.00081,16.26466
1.140,040,1.09191,0.00081,-246.86946
1.140,044,0.53974,0.00080,63.23537
1.140,046,0.95375,0.00080,120.26346
1.140,050,0.99708,0.00075,84.05369
1.140,048,2.86795,0.00078,-1072.13380
1.140,052,0.64898,0.00072,18.51475
1.140,054,0.96517,0.00069,78.65692
1.140,058,1.19700,0.00065,-68.12206
1.140,056,0.53830,0.00067,133.36133
1.140,060,0.56810,0.00063,132.85181
1.140,062,491.01596,0.00063,125.75707
1.140,066,2.14994,0.00062,-31.25669
1.140,064,0.97136,0.00062,-34.14867
1.140,068,56.54496,0.00061,-198.34855
1.140,070,0.80404,0.00054,204.14853
1.140,076,0.39651,0.00039,80.62181
1.140,074,0.41041,0.00043,258.74928
1.140,078,1.18643,0.00037,-117.69460
1.140,082,0.74783,0.00037,21.39825
1.140,072,0.66681,0.00048,561.57786
1.140,084,7.51912,0.00039,-85.64918
1.140,080,0.86185,0.00036,719.60684
1.140,086,0.59152,0.00042,24.48617
1.140,088,3.48068,0.00037,-17.87766
1.130,080,0.78028,0.00035,11513.54678
1.140,092,0.51654,0.00015,91.00162
1.140,090,0.82243,0.00025,-214.41508
1.140,098,11.62620,0.00020,-6.66030
1.140,094,0.80504,0.00009,239.61797
1.140,102,1.26319,0.00022,-19.63037
1.140,104,0.71880,0.00014,45.58321
1.140,096,0.92228,0.00013,-467.94484
1.140,100,1.00811,0.00029,-247.83345
1.140,110,0.98434,0.00034,23.50576
1.140,108,0.50363,0.00024,38.88177
1.140,112,0.53463,0.00004,53.46964
1.140,114,0.97656,0.00028,98.01964
1.140,116,1.09107,0.00046,-17.87766
1.140,118,0.48677,0.00054,60.17153
1.140,122,0.51290,0.00036,47.07838
1.140,124,0.49930,0.00022,49.27676
1.140,120,0.74283,0.00051,403.68353
1.140,106,0.62112,0.00016,1058.54791
1.140,126,0.99541,0.00012,131.44556
1.140,128,0.52703,0.00008,94.94781
1.140,130,2.60335,0.00012,-59.94274
1.140,134,0.55405,0.00021,48.17056
1.140,136,5.47809,0.00025,-32.22069
1.140,132,0.93500,0.00017,-308.56491
1.140,138,0.43694,0.00027,99.62494
1.140,140,3.82990,0.00027,-18.75402
1.140,142,0.34691,0.00027,31.10806
1.140,144,0.48396,0.00027,48.70450
1.140,146,0.56616,0.00026,82.76657
1.140,148,0.50943,0.00024,170.14603
